amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;stim_id;stim_pos;stim_freq;stim_elec;stim_time;stim_attended;con_validity;con_pos_attention;con_pos_targ;con_val_pos_att
3.24706530570984;0.871061742305756;1.94284688593733;38.9893261381696;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[0 1000] ;stim_attended;invalid;left;right;invalid_left
2.50063586235046;0.853925824165344;-9.11016512194323;-49.4143768340447;2;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;both_attended;neutral;both;left;neutral_both
3.43446373939514;1.22376990318298;3.32680791617359;58.4080935024639;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[0 1000] ;both_attended;neutral;both;left;neutral_both
2.45765972137451;1.02273571491241;-10.9584880678763;-32.8723304786194;2;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;both_attended;neutral;both;right;neutral_both
3.22388887405396;0.835119068622589;-0.934000593137196;6.55455918033065;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[0 1000] ;both_attended;neutral;both;right;neutral_both
2.47847318649292;1.48790156841278;-0.94653479573279;30.8981536550243;2;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;stim_attended;valid;left;left;valid_left
3.35625100135803;0.713445127010345;1.91039776377013;11.1801940318041;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;stim_attended;valid;left;left;valid_left
2.22758078575134;0.957287788391113;-12.9516578793641;-28.9601622653167;2;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;stim_attended;valid;right;right;valid_right
3.06129240989685;0.496494710445404;-3.0716495020076;-31.1882920455877;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;stim_attended;valid;right;right;valid_right
2.10769653320313;0.792606711387634;-26.1492893212396;-54.1503835439546;2;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;stim_attended;invalid;right;left;invalid_right
2.94579696655273;0.86763471364975;-3.49104226366879;79.9941834030876;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;stim_attended;invalid;right;left;invalid_right
2.33884978294373;0.841137230396271;-15.8412200176453;-49.6405342579263;2;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;stim_attended;invalid;left;right;invalid_left
3.23286318778992;0.939858376979828;1.49696600697236;49.9667315613626;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;stim_attended;invalid;left;right;invalid_left
2.45418190956116;1.31294882297516;-10.7986125132737;-22.2223611048143;2;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;both_attended;neutral;both;left;neutral_both
3.29118156433105;0.938953280448914;-0.983876634325065;21.5406578123345;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;both_attended;neutral;both;left;neutral_both
2.62255382537842;1.41310751438141;-4.98434111762681;-7.25012059278838;2;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;both_attended;neutral;both;right;neutral_both
3.02072525024414;0.570386826992035;-7.17696001950554;-27.2231718853607;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;both_attended;neutral;both;right;neutral_both
2.56248736381531;1.20969462394714;2.41113533579036;6.42289525241009;2;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;valid;left;left;valid_left
3.25872826576233;0.926526665687561;-1.05081722627313;44.3858967801035;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;valid;left;left;valid_left
